year,weekNumber,location,product,price_per_kg,posting_date,spain_dgroup,spain_dsubgroup,spain_dtype,spain_dsubtype,spain_total_damage,spain_ppl_affected,spain_dcount,spain_no_disaster,egypt_dgroup,egypt_dsubgroup,egypt_dtype,egypt_dsubtype,egypt_total_damage,egypt_ppl_affected,egypt_dcount,egypt_no_disaster,south africa_dgroup,south africa_dsubgroup,south africa_dtype,south africa_dsubtype,south africa_total_damage,south africa_ppl_affected,south africa_dcount,south africa_no_disaster,egypt_max_temp,egypt_min_temp,egypt_precipitation,egypt_rain,egypt_wind_speed,egypt_sunshine,south africa_max_temp,south africa_min_temp,south africa_precipitation,south africa_rain,south africa_wind_speed,south africa_sunshine,spain_max_temp,spain_min_temp,spain_precipitation,spain_rain,spain_wind_speed,spain_sunshine,egypt_tariff,sa_tariff
2010,4,European Union,mandarins,0.7459,2010-01-18,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,30.677636363636363,17.35127272727273,36.7,0.033363636363636366,17.195999999999998,39683.39489090909,23.809454545454546,13.47090909090909,1357.2,1.6450909090909092,16.190060606060605,32872.84398787879,25.148051948051947,15.889298701298703,2169.0,1.118285714285714,17.842753246753247,38121.75719480519,0.0,0.0
2010,4,European Union,oranges,0.4929,2010-01-18,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,30.677636363636363,17.35127272727273,36.7,0.033363636363636366,17.195999999999998,39683.39489090909,23.809454545454546,13.47090909090909,1357.2,1.6450909090909092,16.190060606060605,32872.84398787879,25.148051948051947,15.889298701298703,2169.0,1.118285714285714,17.842753246753247,38121.75719480519,0.0,0.0
2010,5,European Union,clementines,0.7927,2010-01-25,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,30.421363636363637,17.237727272727273,43.3,0.03936363636363636,17.231636363636362,39562.43734545454,23.94690909090909,13.65430303030303,1352.2,1.639030303030303,16.195030303030304,32992.277127272726,24.987792207792207,15.823480519480519,2138.7,1.1025454545454545,17.816415584415584,37691.67828571429,0.0,0.0
2010,5,European Union,lemons,0.7541,2010-01-25,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,30.421363636363637,17.237727272727273,43.3,0.03936363636363636,17.231636363636362,39562.43734545454,23.94690909090909,13.65430303030303,1352.2,1.639030303030303,16.195030303030304,32992.277127272726,24.987792207792207,15.823480519480519,2138.7,1.1025454545454545,17.816415584415584,37691.67828571429,0.0859886109828949,0.1393219530582428
2010,5,European Union,mandarins,0.6521,2010-01-25,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,30.421363636363637,17.237727272727273,43.3,0.03936363636363636,17.231636363636362,39562.43734545454,23.94690909090909,13.65430303030303,1352.2,1.639030303030303,16.195030303030304,32992.277127272726,24.987792207792207,15.823480519480519,2138.7,1.1025454545454545,17.816415584415584,37691.67828571429,0.0,0.0
2010,5,European Union,oranges,0.5639333333333333,2010-01-25,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,30.421363636363637,17.237727272727273,43.3,0.03936363636363636,17.231636363636362,39562.43734545454,23.94690909090909,13.65430303030303,1352.2,1.639030303030303,16.195030303030304,32992.277127272726,24.987792207792207,15.823480519480519,2138.7,1.1025454545454545,17.816415584415584,37691.67828571429,0.0,0.0
2010,6,European Union,clementines,0.7444,2010-02-01,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,30.24139492753623,17.104710144927534,43.2,0.0391304347826087,17.24538043478261,39247.475525362315,23.969927536231882,13.82403381642512,1574.4,1.901449275362319,16.2493961352657,32705.386630434783,24.765062111801242,15.680227743271223,2189.8,1.124896480331263,17.847463768115944,37324.394218426496,0.0,0.0
2010,6,European Union,lemons,0.8085,2010-02-01,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,30.24139492753623,17.104710144927534,43.2,0.0391304347826087,17.24538043478261,39247.475525362315,23.969927536231882,13.82403381642512,1574.4,1.901449275362319,16.2493961352657,32705.386630434783,24.765062111801242,15.680227743271223,2189.8,1.124896480331263,17.847463768115944,37324.394218426496,0.0859886109828949,0.1393219530582428
2010,6,European Union,mandarins,0.8198,2010-02-01,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,30.24139492753623,17.104710144927534,43.2,0.0391304347826087,17.24538043478261,39247.475525362315,23.969927536231882,13.82403381642512,1574.4,1.901449275362319,16.2493961352657,32705.386630434783,24.765062111801242,15.680227743271223,2189.8,1.124896480331263,17.847463768115944,37324.394218426496,0.0,0.0
2010,6,European Union,oranges,0.54665,2010-02-01,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,30.24139492753623,17.104710144927534,43.2,0.0391304347826087,17.24538043478261,39247.475525362315,23.969927536231882,13.82403381642512,1574.4,1.901449275362319,16.2493961352657,32705.386630434783,24.765062111801242,15.680227743271223,2189.8,1.124896480331263,17.847463768115944,37324.394218426496,0.0,0.0
2010,7,European Union,clementines,0.798,2010-02-08,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.971014492753625,16.922373188405796,43.8,0.03967391304347826,17.17481884057971,39122.66198369565,24.029106280193236,13.94987922705314,1588.6,1.918599033816425,16.357125603864734,32893.185410628015,24.531832298136646,15.534316770186335,2267.5,1.1651138716356109,17.760093167701864,36913.21292960662,0.0,0.0
2010,7,European Union,lemons,0.7994,2010-02-08,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.971014492753625,16.922373188405796,43.8,0.03967391304347826,17.17481884057971,39122.66198369565,24.029106280193236,13.94987922705314,1588.6,1.918599033816425,16.357125603864734,32893.185410628015,24.531832298136646,15.534316770186335,2267.5,1.1651138716356109,17.760093167701864,36913.21292960662,0.0859886109828949,0.1393219530582428
2010,7,European Union,mandarins,0.7991,2010-02-08,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.971014492753625,16.922373188405796,43.8,0.03967391304347826,17.17481884057971,39122.66198369565,24.029106280193236,13.94987922705314,1588.6,1.918599033816425,16.357125603864734,32893.185410628015,24.531832298136646,15.534316770186335,2267.5,1.1651138716356109,17.760093167701864,36913.21292960662,0.0,0.0
2010,7,European Union,oranges,0.55445,2010-02-08,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.971014492753625,16.922373188405796,43.8,0.03967391304347826,17.17481884057971,39122.66198369565,24.029106280193236,13.94987922705314,1588.6,1.918599033816425,16.357125603864734,32893.185410628015,24.531832298136646,15.534316770186335,2267.5,1.1651138716356109,17.760093167701864,36913.21292960662,0.0,0.0
2010,8,European Union,clementines,0.809,2010-02-15,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.913858695652173,16.8205615942029,43.8,0.03967391304347826,17.090307971014493,38908.8129076087,24.241545893719806,14.140338164251208,1580.3,1.9085748792270532,16.41062801932367,33029.95838164251,24.2305900621118,15.313354037267082,2333.7,1.1993271221532091,17.820600414078676,36458.16167701863,0.0,0.0
2010,8,European Union,lemons,0.7272,2010-02-15,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.913858695652173,16.8205615942029,43.8,0.03967391304347826,17.090307971014493,38908.8129076087,24.241545893719806,14.140338164251208,1580.3,1.9085748792270532,16.41062801932367,33029.95838164251,24.2305900621118,15.313354037267082,2333.7,1.1993271221532091,17.820600414078676,36458.16167701863,0.0859886109828949,0.1393219530582428
2010,8,European Union,mandarins,0.6693,2010-02-15,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.913858695652173,16.8205615942029,43.8,0.03967391304347826,17.090307971014493,38908.8129076087,24.241545893719806,14.140338164251208,1580.3,1.9085748792270532,16.41062801932367,33029.95838164251,24.2305900621118,15.313354037267082,2333.7,1.1993271221532091,17.820600414078676,36458.16167701863,0.0,0.0
2010,8,European Union,oranges,0.5546666666666666,2010-02-15,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.913858695652173,16.8205615942029,43.8,0.03967391304347826,17.090307971014493,38908.8129076087,24.241545893719806,14.140338164251208,1580.3,1.9085748792270532,16.41062801932367,33029.95838164251,24.2305900621118,15.313354037267082,2333.7,1.1993271221532091,17.820600414078676,36458.16167701863,0.0,0.0
2010,9,European Union,lemons,0.7177,2010-02-22,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.7973731884058,16.712409420289855,43.0,0.03894927536231884,16.93125,38679.54207427536,24.342391304347824,14.346980676328501,1712.9,2.0687198067632853,16.46026570048309,33032.358007246374,23.918788819875775,15.107298136645962,2614.6,1.34472049689441,17.94787784679089,35792.87384575569,0.0859886109828949,0.1393219530582428
2010,9,European Union,mandarins,0.6418,2010-02-22,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.7973731884058,16.712409420289855,43.0,0.03894927536231884,16.93125,38679.54207427536,24.342391304347824,14.346980676328501,1712.9,2.0687198067632853,16.46026570048309,33032.358007246374,23.918788819875775,15.107298136645962,2614.6,1.34472049689441,17.94787784679089,35792.87384575569,0.0,0.0
2010,9,European Union,oranges,0.5333,2010-02-22,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.7973731884058,16.712409420289855,43.0,0.03894927536231884,16.93125,38679.54207427536,24.342391304347824,14.346980676328501,1712.9,2.0687198067632853,16.46026570048309,33032.358007246374,23.918788819875775,15.107298136645962,2614.6,1.34472049689441,17.94787784679089,35792.87384575569,0.0,0.0
2010,10,European Union,lemons,0.6915,2010-03-01,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.5025641025641,16.55018315018315,68.5,0.06272893772893773,16.872344322344322,38347.24253663004,24.431623931623932,14.573137973137973,1746.2,2.132112332112332,16.56007326007326,33097.10974358974,23.668027210884354,14.943746729461015,2661.2,1.3838827838827839,18.082574568288855,35180.601664050235,0.0859886109828949,0.1393219530582428
2010,10,European Union,mandarins,0.6326,2010-03-01,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.5025641025641,16.55018315018315,68.5,0.06272893772893773,16.872344322344322,38347.24253663004,24.431623931623932,14.573137973137973,1746.2,2.132112332112332,16.56007326007326,33097.10974358974,23.668027210884354,14.943746729461015,2661.2,1.3838827838827839,18.082574568288855,35180.601664050235,0.0,0.0
2010,10,European Union,oranges,0.5499333333333333,2010-03-01,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.5025641025641,16.55018315018315,68.5,0.06272893772893773,16.872344322344322,38347.24253663004,24.431623931623932,14.573137973137973,1746.2,2.132112332112332,16.56007326007326,33097.10974358974,23.668027210884354,14.943746729461015,2661.2,1.3838827838827839,18.082574568288855,35180.601664050235,0.0,0.0
2010,11,European Union,lemons,0.6826,2010-03-08,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.248901098901097,16.357142857142858,68.4,0.06263736263736264,16.769322344322344,38136.99608058608,24.472893772893773,14.753601953601954,1766.3,2.1566544566544565,16.64859584859585,33154.90559218559,23.37257980115123,14.734589220303505,2883.8,1.5003663003663004,18.12778649921507,34567.43254840398,0.0859886109828949,0.1393219530582428
2010,11,European Union,mandarins,0.5966,2010-03-08,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.248901098901097,16.357142857142858,68.4,0.06263736263736264,16.769322344322344,38136.99608058608,24.472893772893773,14.753601953601954,1766.3,2.1566544566544565,16.64859584859585,33154.90559218559,23.37257980115123,14.734589220303505,2883.8,1.5003663003663004,18.12778649921507,34567.43254840398,0.0,0.0
2010,11,European Union,oranges,0.5027,2010-03-08,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.248901098901097,16.357142857142858,68.4,0.06263736263736264,16.769322344322344,38136.99608058608,24.472893772893773,14.753601953601954,1766.3,2.1566544566544565,16.64859584859585,33154.90559218559,23.37257980115123,14.734589220303505,2883.8,1.5003663003663004,18.12778649921507,34567.43254840398,0.0,0.0
2010,12,European Union,lemons,0.6788,2010-03-15,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.16382783882784,16.263919413919414,68.4,0.06263736263736264,16.773992673992673,37945.98146520146,24.704884004884004,14.937851037851038,1757.9,2.1463980463980463,16.635653235653237,33614.957753357754,22.924018838304555,14.380010465724752,2987.0,1.5542647828362113,18.109105180533753,34221.48301936159,0.0859886109828949,0.1393219530582428
2010,12,European Union,mandarins,0.6049,2010-03-15,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.16382783882784,16.263919413919414,68.4,0.06263736263736264,16.773992673992673,37945.98146520146,24.704884004884004,14.937851037851038,1757.9,2.1463980463980463,16.635653235653237,33614.957753357754,22.924018838304555,14.380010465724752,2987.0,1.5542647828362113,18.109105180533753,34221.48301936159,0.0,0.0
2010,12,European Union,oranges,0.5653333333333334,2010-03-15,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,29.16382783882784,16.263919413919414,68.4,0.06263736263736264,16.773992673992673,37945.98146520146,24.704884004884004,14.937851037851038,1757.9,2.1463980463980463,16.635653235653237,33614.957753357754,22.924018838304555,14.380010465724752,2987.0,1.5542647828362113,18.109105180533753,34221.48301936159,0.0,0.0
2010,13,European Union,lemons,0.7375,2010-03-22,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.82179487179487,16.053296703296702,68.5,0.06272893772893773,16.89368131868132,37777.24651098901,24.814041514041516,15.12063492063492,1818.1,2.21990231990232,16.68351648351648,33656.05021978022,22.57352171637886,14.028728414442702,3013.6,1.5681841967556254,18.044322344322342,33736.85256410256,0.0859886109828949,0.1393219530582428
2010,13,European Union,mandarins,0.7055,2010-03-22,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.82179487179487,16.053296703296702,68.5,0.06272893772893773,16.89368131868132,37777.24651098901,24.814041514041516,15.12063492063492,1818.1,2.21990231990232,16.68351648351648,33656.05021978022,22.57352171637886,14.028728414442702,3013.6,1.5681841967556254,18.044322344322342,33736.85256410256,0.0,0.0
2010,13,European Union,oranges,0.57105,2010-03-22,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.82179487179487,16.053296703296702,68.5,0.06272893772893773,16.89368131868132,37777.24651098901,24.814041514041516,15.12063492063492,1818.1,2.21990231990232,16.68351648351648,33656.05021978022,22.57352171637886,14.028728414442702,3013.6,1.5681841967556254,18.044322344322342,33736.85256410256,0.0,0.0
2010,14,European Union,lemons,0.7353,2010-03-29,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.512087912087914,15.799816849816851,69.7,0.06382783882783884,16.87655677655678,37611.978461538456,24.979365079365078,15.369841269841269,1830.5,2.235042735042735,16.547985347985346,33725.020024420024,22.27891156462585,13.77205651491366,3027.2,1.5753008895866039,17.967713239141812,33408.98417059131,0.0859886109828949,0.1393219530582428
2010,14,European Union,mandarins,0.7454,2010-03-29,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.512087912087914,15.799816849816851,69.7,0.06382783882783884,16.87655677655678,37611.978461538456,24.979365079365078,15.369841269841269,1830.5,2.235042735042735,16.547985347985346,33725.020024420024,22.27891156462585,13.77205651491366,3027.2,1.5753008895866039,17.967713239141812,33408.98417059131,0.0,0.0
2010,14,European Union,oranges,0.5693999999999999,2010-03-29,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.512087912087914,15.799816849816851,69.7,0.06382783882783884,16.87655677655678,37611.978461538456,24.979365079365078,15.369841269841269,1830.5,2.235042735042735,16.547985347985346,33725.020024420024,22.27891156462585,13.77205651491366,3027.2,1.5753008895866039,17.967713239141812,33408.98417059131,0.0,0.0
2010,15,European Union,lemons,0.7331,2010-04-05,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.336405109489053,15.573631386861315,69.7,0.06359489051094891,16.77226277372263,37518.926377737225,25.153771289537715,15.652798053527981,1938.3,2.358029197080292,16.54002433090024,33523.506472019464,21.97273201251303,13.479770594369135,3039.9,1.5761730969760166,18.08164754953076,33264.65911366006,0.0859886109828949,0.1393219530582428
2010,15,European Union,mandarins,0.7023,2010-04-05,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.336405109489053,15.573631386861315,69.7,0.06359489051094891,16.77226277372263,37518.926377737225,25.153771289537715,15.652798053527981,1938.3,2.358029197080292,16.54002433090024,33523.506472019464,21.97273201251303,13.479770594369135,3039.9,1.5761730969760166,18.08164754953076,33264.65911366006,0.0,0.0
2010,15,European Union,oranges,0.53255,2010-04-05,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.336405109489053,15.573631386861315,69.7,0.06359489051094891,16.77226277372263,37518.926377737225,25.153771289537715,15.652798053527981,1938.3,2.358029197080292,16.54002433090024,33523.506472019464,21.97273201251303,13.479770594369135,3039.9,1.5761730969760166,18.08164754953076,33264.65911366006,0.0,0.0
2010,16,European Union,lemons,0.67,2010-04-12,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.119616788321167,15.349452554744525,69.7,0.06359489051094891,16.770437956204383,37411.49731751825,25.263625304136255,15.917639902676399,2022.1,2.4599756690997565,16.65279805352798,33442.1304136253,21.710688216892596,13.183837330552658,3012.3,1.5617831074035453,18.150469238790407,33150.07719499479,0.0859886109828949,0.1393219530582428
2010,16,European Union,mandarins,0.5564,2010-04-12,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.119616788321167,15.349452554744525,69.7,0.06359489051094891,16.770437956204383,37411.49731751825,25.263625304136255,15.917639902676399,2022.1,2.4599756690997565,16.65279805352798,33442.1304136253,21.710688216892596,13.183837330552658,3012.3,1.5617831074035453,18.150469238790407,33150.07719499479,0.0,0.0
2010,16,European Union,oranges,0.5538666666666666,2010-04-12,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,28.119616788321167,15.349452554744525,69.7,0.06359489051094891,16.770437956204383,37411.49731751825,25.263625304136255,15.917639902676399,2022.1,2.4599756690997565,16.65279805352798,33442.1304136253,21.710688216892596,13.183837330552658,3012.3,1.5617831074035453,18.150469238790407,33150.07719499479,0.0,0.0
2010,17,European Union,lemons,0.7275,2010-04-19,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.930839416058394,15.100456204379562,69.7,0.06359489051094891,16.714689781021896,37344.03989051095,25.406204379562045,16.09574209245742,2013.3,2.4492700729927006,16.640267639902675,33552.40248175182,21.336496350364964,12.93561001042753,3205.2,1.662356621480709,18.151199165797706,32751.30736704901,0.0859886109828949,0.1393219530582428
2010,17,European Union,mandarins,0.6,2010-04-19,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.930839416058394,15.100456204379562,69.7,0.06359489051094891,16.714689781021896,37344.03989051095,25.406204379562045,16.09574209245742,2013.3,2.4492700729927006,16.640267639902675,33552.40248175182,21.336496350364964,12.93561001042753,3205.2,1.662356621480709,18.151199165797706,32751.30736704901,0.0,0.0
2010,17,European Union,oranges,0.52325,2010-04-19,Natural,Climatological,Wildfire,Forest fire,,,1,1.0,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.930839416058394,15.100456204379562,69.7,0.06359489051094891,16.714689781021896,37344.03989051095,25.406204379562045,16.09574209245742,2013.3,2.4492700729927006,16.640267639902675,33552.40248175182,21.336496350364964,12.93561001042753,3205.2,1.662356621480709,18.151199165797706,32751.30736704901,0.0,0.0
2010,18,European Union,lemons,0.6774,2010-04-26,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.728558394160583,14.902372262773723,70.3,0.06414233576642335,16.720072992700732,37255.804297445255,25.486374695863745,16.311922141119222,2080.2,2.530656934306569,16.70839416058394,33350.47256690997,21.03524504692388,12.70245046923879,3252.2,1.6868613138686133,18.058915537017725,32500.729812304486,0.0859886109828949,0.1393219530582428
2010,18,European Union,mandarins,0.6,2010-04-26,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.728558394160583,14.902372262773723,70.3,0.06414233576642335,16.720072992700732,37255.804297445255,25.486374695863745,16.311922141119222,2080.2,2.530656934306569,16.70839416058394,33350.47256690997,21.03524504692388,12.70245046923879,3252.2,1.6868613138686133,18.058915537017725,32500.729812304486,0.0,0.0
2010,18,European Union,oranges,0.5761333333333333,2010-04-26,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.728558394160583,14.902372262773723,70.3,0.06414233576642335,16.720072992700732,37255.804297445255,25.486374695863745,16.311922141119222,2080.2,2.530656934306569,16.70839416058394,33350.47256690997,21.03524504692388,12.70245046923879,3252.2,1.6868613138686133,18.058915537017725,32500.729812304486,0.0,0.0
2010,19,European Union,lemons,0.6752,2010-05-03,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.48992673992674,14.693589743589744,73.4,0.06721611721611723,16.75686813186813,37212.016401098896,25.585470085470085,16.536263736263738,2059.5,2.5146520146520146,16.652258852258853,33294.72844932845,20.767608581894297,12.456410256410257,3269.5,1.7020931449502876,18.028257456828886,32385.582082679226,0.0859886109828949,0.1393219530582428
2010,19,European Union,mandarins,0.6,2010-05-03,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.48992673992674,14.693589743589744,73.4,0.06721611721611723,16.75686813186813,37212.016401098896,25.585470085470085,16.536263736263738,2059.5,2.5146520146520146,16.652258852258853,33294.72844932845,20.767608581894297,12.456410256410257,3269.5,1.7020931449502876,18.028257456828886,32385.582082679226,0.0,0.0
2010,19,European Union,oranges,0.5873,2010-05-03,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.48992673992674,14.693589743589744,73.4,0.06721611721611723,16.75686813186813,37212.016401098896,25.585470085470085,16.536263736263738,2059.5,2.5146520146520146,16.652258852258853,33294.72844932845,20.767608581894297,12.456410256410257,3269.5,1.7020931449502876,18.028257456828886,32385.582082679226,0.0,0.0
2010,20,European Union,lemons,0.6876,2010-05-10,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.43360805860806,14.536263736263736,73.4,0.06721611721611723,16.726007326007327,37225.02562271062,25.68046398046398,16.65934065934066,2063.9,2.52002442002442,16.641025641025642,33310.59638583639,20.495028780743066,12.193040293040294,3348.1,1.7432234432234432,18.17425431711146,32294.11491889063,0.0859886109828949,0.1393219530582428
2010,20,European Union,mandarins,0.6,2010-05-10,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.43360805860806,14.536263736263736,73.4,0.06721611721611723,16.726007326007327,37225.02562271062,25.68046398046398,16.65934065934066,2063.9,2.52002442002442,16.641025641025642,33310.59638583639,20.495028780743066,12.193040293040294,3348.1,1.7432234432234432,18.17425431711146,32294.11491889063,0.0,0.0
2010,20,European Union,oranges,0.5799333333333333,2010-05-10,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.43360805860806,14.536263736263736,73.4,0.06721611721611723,16.726007326007327,37225.02562271062,25.68046398046398,16.65934065934066,2063.9,2.52002442002442,16.641025641025642,33310.59638583639,20.495028780743066,12.193040293040294,3348.1,1.7432234432234432,18.17425431711146,32294.11491889063,0.0,0.0
2010,21,European Union,lemons,0.678,2010-05-17,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.422344322344323,14.41364468864469,73.4,0.06721611721611723,16.712637362637363,37279.59801282051,25.72759462759463,16.763125763125764,2072.9,2.531013431013431,16.647008547008546,33214.507802197804,20.21486132914704,11.943066457352172,3374.7,1.7571428571428571,18.24275248560963,32366.656200941914,0.0859886109828949,0.1393219530582428
2010,21,European Union,mandarins,0.6,2010-05-17,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.422344322344323,14.41364468864469,73.4,0.06721611721611723,16.712637362637363,37279.59801282051,25.72759462759463,16.763125763125764,2072.9,2.531013431013431,16.647008547008546,33214.507802197804,20.21486132914704,11.943066457352172,3374.7,1.7571428571428571,18.24275248560963,32366.656200941914,0.0,0.0
2010,21,European Union,oranges,0.6029666666666667,2010-05-17,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.422344322344323,14.41364468864469,73.4,0.06721611721611723,16.712637362637363,37279.59801282051,25.72759462759463,16.763125763125764,2072.9,2.531013431013431,16.647008547008546,33214.507802197804,20.21486132914704,11.943066457352172,3374.7,1.7571428571428571,18.24275248560963,32366.656200941914,0.0,0.0
2010,22,European Union,lemons,0.7387,2010-05-24,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.26419413919414,14.29065934065934,73.4,0.06721611721611723,16.797893772893772,37334.63989010989,25.78205128205128,16.859462759462758,2063.7,2.5197802197802197,16.49133089133089,33257.323931623934,20.00968079539508,11.732548403976976,3374.8,1.7571951857666144,18.311302982731554,32457.649178440606,0.0859886109828949,0.1393219530582428
2010,22,European Union,oranges,0.6797,2010-05-24,,,,,,,,,Technological,Transport,Water,Water,,12.0,1,1.0,,,,,,,,,27.26419413919414,14.29065934065934,73.4,0.06721611721611723,16.797893772893772,37334.63989010989,25.78205128205128,16.859462759462758,2063.7,2.5197802197802197,16.49133089133089,33257.323931623934,20.00968079539508,11.732548403976976,3374.8,1.7571951857666144,18.311302982731554,32457.649178440606,0.0,0.0
