year,weekNumber,location,product,price_per_kg,posting_date,spain_dgroup,spain_dsubgroup,spain_dtype,spain_dsubtype,spain_total_damage,spain_ppl_affected,spain_dcount,spain_no_disaster,egypt_dgroup,egypt_dsubgroup,egypt_dtype,egypt_dsubtype,egypt_total_damage,egypt_ppl_affected,egypt_dcount,egypt_no_disaster,south africa_dgroup,south africa_dsubgroup,south africa_dtype,south africa_dsubtype,south africa_total_damage,south africa_ppl_affected,south africa_dcount,south africa_no_disaster,egypt_max_temp,egypt_min_temp,egypt_precipitation,egypt_rain,egypt_wind_speed,egypt_sunshine,south africa_max_temp,south africa_min_temp,south africa_precipitation,south africa_rain,south africa_wind_speed,south africa_sunshine,spain_max_temp,spain_min_temp,spain_precipitation,spain_rain,spain_wind_speed,spain_sunshine,egypt_tariff,sa_tariff
2004,6,European Union,mandarins,0.4247,2004-02-02,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,29.720289855072462,16.692481884057973,58.0,0.05253623188405797,17.433876811594203,39226.951820652175,24.38997584541063,13.869202898550725,1235.5,1.4921497584541064,17.288405797101447,34424.69229468599,24.442080745341613,15.599378881987578,1983.6,1.0267080745341615,16.782971014492755,37417.03190993789,,
2004,6,European Union,oranges,0.2866,2004-02-02,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,29.720289855072462,16.692481884057973,58.0,0.05253623188405797,17.433876811594203,39226.951820652175,24.38997584541063,13.869202898550725,1235.5,1.4921497584541064,17.288405797101447,34424.69229468599,24.442080745341613,15.599378881987578,1983.6,1.0267080745341615,16.782971014492755,37417.03190993789,,
2004,7,European Union,clementines,0.4515,2004-02-09,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,29.361141304347825,16.517210144927535,68.1,0.06168478260869565,17.346920289855074,38934.8977807971,24.467995169082126,13.977536231884057,1275.3,1.5402173913043478,17.304106280193235,34493.74329710145,24.35424430641822,15.459679089026915,1722.2,0.891407867494824,16.60848861283644,37299.34027950311,,
2004,7,European Union,lemons,0.3011,2004-02-09,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,29.361141304347825,16.517210144927535,68.1,0.06168478260869565,17.346920289855074,38934.8977807971,24.467995169082126,13.977536231884057,1275.3,1.5402173913043478,17.304106280193235,34493.74329710145,24.35424430641822,15.459679089026915,1722.2,0.891407867494824,16.60848861283644,37299.34027950311,,
2004,7,European Union,mandarins,0.4388,2004-02-09,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,29.361141304347825,16.517210144927535,68.1,0.06168478260869565,17.346920289855074,38934.8977807971,24.467995169082126,13.977536231884057,1275.3,1.5402173913043478,17.304106280193235,34493.74329710145,24.35424430641822,15.459679089026915,1722.2,0.891407867494824,16.60848861283644,37299.34027950311,,
2004,7,European Union,oranges,0.2785666666666667,2004-02-09,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,29.361141304347825,16.517210144927535,68.1,0.06168478260869565,17.346920289855074,38934.8977807971,24.467995169082126,13.977536231884057,1275.3,1.5402173913043478,17.304106280193235,34493.74329710145,24.35424430641822,15.459679089026915,1722.2,0.891407867494824,16.60848861283644,37299.34027950311,,
2004,8,European Union,clementines,0.27,2004-02-16,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,28.94764492753623,16.30480072463768,78.5,0.07110507246376811,17.43451086956522,38648.74162137681,24.567028985507246,14.11147342995169,1313.9,1.5868357487922706,17.229347826086958,34680.921642512076,24.166666666666668,15.267857142857142,1722.7,0.8916666666666667,16.59394409937888,36941.95968426501,,
2004,8,European Union,lemons,0.2789,2004-02-16,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,28.94764492753623,16.30480072463768,78.5,0.07110507246376811,17.43451086956522,38648.74162137681,24.567028985507246,14.11147342995169,1313.9,1.5868357487922706,17.229347826086958,34680.921642512076,24.166666666666668,15.267857142857142,1722.7,0.8916666666666667,16.59394409937888,36941.95968426501,,
2004,8,European Union,mandarins,0.4019,2004-02-16,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,28.94764492753623,16.30480072463768,78.5,0.07110507246376811,17.43451086956522,38648.74162137681,24.567028985507246,14.11147342995169,1313.9,1.5868357487922706,17.229347826086958,34680.921642512076,24.166666666666668,15.267857142857142,1722.7,0.8916666666666667,16.59394409937888,36941.95968426501,,
2004,8,European Union,oranges,0.2081,2004-02-16,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,28.94764492753623,16.30480072463768,78.5,0.07110507246376811,17.43451086956522,38648.74162137681,24.567028985507246,14.11147342995169,1313.9,1.5868357487922706,17.229347826086958,34680.921642512076,24.166666666666668,15.267857142857142,1722.7,0.8916666666666667,16.59394409937888,36941.95968426501,,
2004,9,European Union,clementines,0.27,2004-02-23,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,28.57355072463768,15.994927536231886,78.8,0.0713768115942029,17.429981884057973,38452.62987318841,24.727415458937198,14.302657004830918,1358.9,1.6411835748792272,17.277657004830917,34872.417101449275,23.885351966873706,15.045859213250516,1860.0,0.9627329192546584,16.646687370600414,36476.32668219462,,
2004,9,European Union,lemons,0.2965,2004-02-23,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,28.57355072463768,15.994927536231886,78.8,0.0713768115942029,17.429981884057973,38452.62987318841,24.727415458937198,14.302657004830918,1358.9,1.6411835748792272,17.277657004830917,34872.417101449275,23.885351966873706,15.045859213250516,1860.0,0.9627329192546584,16.646687370600414,36476.32668219462,,
2004,9,European Union,mandarins,0.4019,2004-02-23,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,28.57355072463768,15.994927536231886,78.8,0.0713768115942029,17.429981884057973,38452.62987318841,24.727415458937198,14.302657004830918,1358.9,1.6411835748792272,17.277657004830917,34872.417101449275,23.885351966873706,15.045859213250516,1860.0,0.9627329192546584,16.646687370600414,36476.32668219462,,
2004,9,European Union,oranges,0.24420000000000003,2004-02-23,,,,,,,,,Natural,Meteorological,Storm,Storm (General),,42.0,3,1.0,Natural,Climatological,Drought,Drought,,15000000.0,3,4.0,28.57355072463768,15.994927536231886,78.8,0.0713768115942029,17.429981884057973,38452.62987318841,24.727415458937198,14.302657004830918,1358.9,1.6411835748792272,17.277657004830917,34872.417101449275,23.885351966873706,15.045859213250516,1860.0,0.9627329192546584,16.646687370600414,36476.32668219462,,
