year,week,product,price_per_kg,posting_date,spain_dsubgroup,spain_ppl_affected,spain_dcount,spain_no_disaster,egypt_dsubgroup,egypt_ppl_affected,egypt_dcount,egypt_no_disaster,south africa_dsubgroup,south africa_ppl_affected,south africa_dcount,south africa_no_disaster,egypt_tem,egypt_rain,egypt_sunshine,sa_tem,south africa_rain,south africa_sunshine,spain_tem,spain_rain,spain_sunshine,egypt_tariff,sa_tariff,lag_1m,lag_2m,lag_3m,lag_4m,lag_5m,lag_6m,rolling_mean_8w,rolling_std_8w,rolling_mode_8w
2007,25,mandarins,0.7,2007-06-18,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.189468864468864,0.090018315018315,36981.68409340659,21.24236874236874,2.0744810744810747,36122.48942612943,15.99659863945578,1.3356881214024072,34266.97094191523,0.0492218397557735,0.1292218416929245,0.6,0.5211,0.5523,0.4911,0.4929,0.69255,0.5619375,0.03812964520881356,0.6
2007,25,lemons,0.5528,2007-06-18,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.189468864468864,0.090018315018315,36981.68409340659,21.24236874236874,2.0744810744810747,36122.48942612943,15.99659863945578,1.3356881214024072,34266.97094191523,0.0733410939574241,0.1314661055803299,0.557,0.5418,0.5266,0.4627,0.4674,0.8218000000000001,0.5408875,0.016482751401085936,0.5152
2007,25,oranges,0.4146499999999999,2007-06-18,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.189468864468864,0.090018315018315,36981.68409340659,21.24236874236874,2.0744810744810747,36122.48942612943,15.99659863945578,1.3356881214024072,34266.97094191523,0.1601693034172058,0.2538163661956787,0.5066,0.532,0.438175,0.4806666666666666,0.5087,0.5823333333333333,0.5094822916666667,0.05560699013024791,0.428975
2007,26,oranges,0.4181,2007-06-25,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.22921245421245,0.090018315018315,37163.29608974359,21.165018315018315,2.057631257631258,36069.7000976801,16.0287284144427,1.297331240188383,34576.666195709055,0.1601693034172058,0.2538163661956787,0.3991,0.5235,0.428975,0.4805,0.5262333333333333,0.6100000000000001,0.5057479166666666,0.06157146321523697,0.3991
2007,26,lemons,0.5227,2007-06-25,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.22921245421245,0.090018315018315,37163.29608974359,21.165018315018315,2.057631257631258,36069.7000976801,16.0287284144427,1.297331240188383,34576.666195709055,0.0733410939574241,0.1314661055803299,0.5664,0.5461,0.5152,0.5082,0.4641,0.5131,0.5472874999999999,0.015152593631124686,0.5176
2007,26,mandarins,0.7,2007-06-25,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.22921245421245,0.090018315018315,37163.29608974359,21.165018315018315,2.057631257631258,36069.7000976801,16.0287284144427,1.297331240188383,34576.666195709055,0.0492218397557735,0.1292218416929245,0.7,0.6,0.5289,0.5245,0.477,0.4798,0.583325,0.056944419173436116,0.6
2007,27,lemons,0.5442,2007-07-02,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.31195054945055,0.090018315018315,37370.92584249085,21.00457875457876,2.0997557997558,35926.357142857145,16.06143380429095,1.303192046049189,34816.55381475668,0.0733410939574241,0.1314661055803299,0.5035,0.5515,0.5176,0.4911,0.4584,0.5106,0.545525,0.018867813201322525,0.5035
2007,27,oranges,0.42865,2007-07-02,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.31195054945055,0.090018315018315,37370.92584249085,21.00457875457876,2.0997557997558,35926.357142857145,16.06143380429095,1.303192046049189,34816.55381475668,0.1601693034172058,0.2538163661956787,0.3663499999999999,0.5367999999999999,0.459725,0.4640666666666667,0.57985,0.5224000000000001,0.49407604166666663,0.0762825091715798,0.3663499999999999
2007,27,mandarins,0.7,2007-07-02,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.31195054945055,0.090018315018315,37370.92584249085,21.00457875457876,2.0997557997558,35926.357142857145,16.06143380429095,1.303192046049189,34816.55381475668,0.0492218397557735,0.1292218416929245,0.7,0.6,0.5244,0.5152,0.4911,0.4771,0.605275,0.06347028340097433,0.6
2007,28,mandarins,0.7,2007-07-09,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.39368131868132,0.090018315018315,37565.60802197802,20.820329670329667,2.0485958485958484,35967.53884004884,16.1585557299843,1.3031397174254318,35131.20349031921,0.0492218397557735,0.1292218416929245,0.7,0.6,0.5211,0.5132,0.4912,0.4738,0.6276375,0.061354053197404966,0.6
2007,28,lemons,0.5464,2007-07-09,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.39368131868132,0.090018315018315,37565.60802197802,20.820329670329667,2.0485958485958484,35967.53884004884,16.1585557299843,1.3031397174254318,35131.20349031921,0.0733410939574241,0.1314661055803299,0.5532,0.5638,0.5341,0.4765,0.4579,0.4656,0.5479125,0.018475418635311103,0.5035
2007,28,oranges,0.4266,2007-07-09,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.39368131868132,0.090018315018315,37565.60802197802,20.820329670329667,2.0485958485958484,35967.53884004884,16.1585557299843,1.3031397174254318,35131.20349031921,0.1601693034172058,0.2538163661956787,0.40915,0.6213333333333334,0.466925,0.459425,0.5084333333333334,0.4994666666666667,0.48685416666666664,0.08109421935745142,0.3663499999999999
2007,29,lemons,0.505,2007-07-16,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.46735347985348,0.0892857142857142,37732.790732600726,20.675946275946274,2.0275946275946275,35906.46882783883,16.27815279958137,1.3013605442176872,35463.98031397174,0.0733410939574241,0.1314661055803299,0.5528,0.557,0.5418,0.5266,0.4627,0.4674,0.5492874999999999,0.01837841379853007,0.5035
2007,29,mandarins,0.7,2007-07-16,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.46735347985348,0.0892857142857142,37732.790732600726,20.675946275946274,2.0275946275946275,35906.46882783883,16.27815279958137,1.3013605442176872,35463.98031397174,0.0492218397557735,0.1292218416929245,0.7,0.6,0.5211,0.5523,0.4911,0.4929,0.6499999999999999,0.04999999999999999,0.6
2007,29,oranges,0.42255,2007-07-16,Hydrological,0.0,1.0,1.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.46735347985348,0.0892857142857142,37732.790732600726,20.675946275946274,2.0275946275946275,35906.46882783883,16.27815279958137,1.3013605442176872,35463.98031397174,0.1601693034172058,0.2538163661956787,0.4146499999999999,0.5066,0.532,0.438175,0.4806666666666666,0.5087,0.47218541666666664,0.08220712933630077,0.3663499999999999
2007,30,oranges,0.4570999999999999,2007-07-23,Nothing,0.0,0.0,0.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.611996336996338,0.0869047619047619,37930.439294871794,20.4995115995116,1.975579975579976,35871.25705738706,16.413997906855055,1.1944531658817372,36022.77833594977,0.1601693034172058,0.2538163661956787,0.4181,0.3991,0.5235,0.428975,0.4805,0.5262333333333333,0.45901041666666664,0.0813691416808728,0.3663499999999999
2007,30,mandarins,0.7,2007-07-23,Nothing,0.0,0.0,0.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.611996336996338,0.0869047619047619,37930.439294871794,20.4995115995116,1.975579975579976,35871.25705738706,16.413997906855055,1.1944531658817372,36022.77833594977,0.0492218397557735,0.1292218416929245,0.7,0.7,0.6,0.5289,0.5245,0.477,0.6625,0.0484122918275927,0.7
2007,30,lemons,0.5765,2007-07-23,Nothing,0.0,0.0,0.0,Nothing,0.0,0.0,0.0,Transport,45.0,1.0,2.0,19.611996336996338,0.0869047619047619,37930.439294871794,20.4995115995116,1.975579975579976,35871.25705738706,16.413997906855055,1.1944531658817372,36022.77833594977,0.0733410939574241,0.1314661055803299,0.5227,0.5664,0.5461,0.5152,0.5082,0.4641,0.5463625000000001,0.020403488519123398,0.5035
