year,weekNumber,location,price_per_kg,product,variety,description
2023,21,European Union,1.1362,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,21,European Union,0.9717,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2023,21,European Union,1.6,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,21,European Union,1.0027,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,21,European Union,0.7425,oranges,navel,European Union - oranges - navel
2023,21,European Union,1.4175,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,21,Greece,0.54,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,21,Greece,0.7425,oranges,navel,Greece - oranges - navel
2023,21,Greece,0.54,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2023,21,Italy,1.3498,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2023,21,Italy,0.9436,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,21,Italy,1.6,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,21,Spain,0.9192,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2023,21,Spain,1.321,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,21,Spain,1.3595,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,21,Spain,1.0027,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,20,European Union,1.4499,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,20,European Union,1.0596,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2023,20,European Union,0.9027,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,20,European Union,1.6104,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,20,European Union,1.1219,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,20,European Union,0.675,oranges,navel,European Union - oranges - navel
2023,20,Greece,0.675,oranges,navel,Greece - oranges - navel
2023,20,Greece,0.5513,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,20,Italy,1.6104,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,20,Italy,0.9015,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,20,Italy,1.3498,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2023,20,Spain,0.9166,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2023,20,Spain,0.9027,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,20,Spain,1.568,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,20,Spain,1.32,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,19,European Union,1.0709,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2023,19,European Union,1.3799,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,19,European Union,1.6104,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,19,European Union,1.1247,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,19,European Union,0.63,oranges,navel,European Union - oranges - navel
2023,19,European Union,0.9817,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,19,Greece,0.63,oranges,navel,Greece - oranges - navel
2023,19,Greece,0.5878,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,19,Italy,1.6104,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,19,Italy,0.9015,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,19,Italy,1.3498,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2023,19,Spain,0.9817,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,19,Spain,1.4805,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,19,Spain,0.9358,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2023,19,Spain,1.3204,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,18,European Union,1.1226,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,18,European Union,1.0756,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2023,18,European Union,0.875,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,18,European Union,0.585,oranges,navel,European Union - oranges - navel
2023,18,European Union,1.6104,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,18,European Union,1.15,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,18,Greece,0.585,oranges,navel,Greece - oranges - navel
2023,18,Greece,0.5738,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,18,Italy,1.3498,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2023,18,Italy,0.8891,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,18,Italy,1.6104,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,18,Spain,0.8979,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,18,Spain,1.3257,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,18,Spain,0.9042,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2023,17,European Union,1.0303,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2023,17,European Union,0.9042,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,17,European Union,0.8915,oranges,navel,European Union - oranges - navel
2023,17,European Union,1.4477,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,17,European Union,1.0996,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,17,European Union,1.2489,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,17,Greece,0.585,oranges,navel,Greece - oranges - navel
2023,17,Greece,0.5625,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,17,Italy,1.2,mandarins,Cat. I - Cal. 1x-2,Italy - mandarins - Cat. I - Cal. 1x-2
2023,17,Italy,1.2447,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2023,17,Italy,1.4477,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,17,Italy,0.9022,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,17,Spain,1.0,oranges,navel,Spain - oranges - navel
2023,17,Spain,0.9296,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,17,Spain,1.2801,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,17,Spain,1.3564,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,17,Spain,0.8963,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2023,16,European Union,0.9502,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,16,European Union,1.0195,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2023,16,European Union,0.8797,oranges,navel,European Union - oranges - navel
2023,16,European Union,1.4477,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,16,European Union,0.7302,oranges,Salustiana - Cat. I - Cal. 2-4,European Union - oranges - Salustiana - Cat. I - Cal. 2-4
2023,16,European Union,1.229,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,16,European Union,0.8649,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,16,Greece,0.54,oranges,navel,Greece - oranges - navel
2023,16,Greece,0.5625,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,16,Italy,0.9022,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,16,Italy,1.4477,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,16,Italy,1.2447,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2023,16,Italy,1.2,mandarins,Cat. I - Cal. 1x-2,Italy - mandarins - Cat. I - Cal. 1x-2
2023,16,Spain,1.3015,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,16,Spain,0.8787,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2023,16,Spain,0.7302,oranges,Salustiana - Cat. I - Cal. 2-4,Spain - oranges - Salustiana - Cat. I - Cal. 2-4
2023,16,Spain,1.0252,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,16,Spain,0.887,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,16,Spain,1.0,oranges,navel,Spain - oranges - navel
2023,15,European Union,1.0143,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2023,15,European Union,1.1968,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,15,European Union,0.8376,oranges,navel,European Union - oranges - navel
2023,15,European Union,1.4477,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,15,European Union,0.9503,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,15,European Union,0.7239,oranges,Salustiana - Cat. I - Cal. 2-4,European Union - oranges - Salustiana - Cat. I - Cal. 2-4
2023,15,European Union,0.8163,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,15,Greece,0.5625,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,15,Greece,0.5175,oranges,navel,Greece - oranges - navel
2023,15,Italy,0.9059,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,15,Italy,1.4477,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,15,Italy,1.2624,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2023,15,Italy,1.0714,mandarins,Cat. I - Cal. 1x-2,Italy - mandarins - Cat. I - Cal. 1x-2
2023,15,Spain,0.8592,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2023,15,Spain,0.8343,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,15,Spain,0.7239,oranges,Salustiana - Cat. I - Cal. 2-4,Spain - oranges - Salustiana - Cat. I - Cal. 2-4
2023,15,Spain,1.0231,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,15,Spain,0.951,oranges,navel,Spain - oranges - navel
2023,15,Spain,1.3818,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,14,European Union,0.9948,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2023,14,European Union,0.7977,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,14,European Union,0.8458,oranges,navel,European Union - oranges - navel
2023,14,European Union,0.967,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,14,European Union,0.7128,oranges,Salustiana - Cat. I - Cal. 2-4,European Union - oranges - Salustiana - Cat. I - Cal. 2-4
2023,14,European Union,1.2237,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,14,European Union,1.4477,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,14,Greece,0.5625,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,14,Greece,0.5288,oranges,navel,Greece - oranges - navel
2023,14,Italy,1.2,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2023,14,Italy,1.4477,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,14,Italy,1.0714,mandarins,Cat. I - Cal. 1x-2,Italy - mandarins - Cat. I - Cal. 1x-2
2023,14,Italy,0.9059,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,14,Spain,0.9581,oranges,navel,Spain - oranges - navel
2023,14,Spain,0.8666,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2023,14,Spain,1.4559,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,14,Spain,0.7128,oranges,Salustiana - Cat. I - Cal. 2-4,Spain - oranges - Salustiana - Cat. I - Cal. 2-4
2023,14,Spain,1.0517,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,14,Spain,0.8142,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,13,European Union,1.2707,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,13,European Union,0.9748,oranges,navel,European Union - oranges - navel
2023,13,European Union,1.4477,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,13,European Union,0.9896,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,13,European Union,0.8199,oranges,Salustiana - Cat. I - Cal. 2-4,European Union - oranges - Salustiana - Cat. I - Cal. 2-4
2023,13,European Union,0.8372,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2023,13,European Union,0.7816,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,13,Greece,0.5372,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,13,Greece,0.495,oranges,navel,Greece - oranges - navel
2023,13,Italy,0.9059,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,13,Italy,1.2716,oranges,navel,Italy - oranges - navel
2023,13,Italy,1.1335,mandarins,Cat. I - Cal. 1x-2,Italy - mandarins - Cat. I - Cal. 1x-2
2023,13,Italy,1.4477,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,13,Spain,0.8372,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2023,13,Spain,1.5037,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,13,Spain,0.8199,oranges,Salustiana - Cat. I - Cal. 2-4,Spain - oranges - Salustiana - Cat. I - Cal. 2-4
2023,13,Spain,0.7967,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,13,Spain,0.9593,oranges,navel,Spain - oranges - navel
2023,13,Spain,1.0932,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,12,European Union,0.9921,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,12,European Union,1.007,oranges,navel,European Union - oranges - navel
2023,12,European Union,1.4243,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,12,European Union,0.8677,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2023,12,European Union,1.313,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,12,European Union,0.7888,oranges,Salustiana - Cat. I - Cal. 2-4,European Union - oranges - Salustiana - Cat. I - Cal. 2-4
2023,12,European Union,0.7833,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,12,Greece,0.54,oranges,navel,Greece - oranges - navel
2023,12,Greece,0.5372,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,12,Italy,0.9059,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,12,Italy,1.1335,mandarins,Cat. I - Cal. 1x-2,Italy - mandarins - Cat. I - Cal. 1x-2
2023,12,Italy,1.2716,oranges,navel,Italy - oranges - navel
2023,12,Italy,1.4243,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,12,Spain,0.8677,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2023,12,Spain,1.4667,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,12,Spain,0.7888,oranges,Salustiana - Cat. I - Cal. 2-4,Spain - oranges - Salustiana - Cat. I - Cal. 2-4
2023,12,Spain,1.0976,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,12,Spain,0.7986,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,11,European Union,0.7704,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,11,European Union,0.9767,oranges,navel,European Union - oranges - navel
2023,11,European Union,0.988,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,11,European Union,0.7864,oranges,Salustiana - Cat. I - Cal. 2-4,European Union - oranges - Salustiana - Cat. I - Cal. 2-4
2023,11,European Union,1.3008,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,11,European Union,1.3676,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,11,Greece,0.5063,oranges,navel,Greece - oranges - navel
2023,11,Greece,0.5034,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,11,Italy,1.3676,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,11,Italy,1.2432,oranges,navel,Italy - oranges - navel
2023,11,Italy,1.1335,mandarins,Cat. I - Cal. 1x-2,Italy - mandarins - Cat. I - Cal. 1x-2
2023,11,Italy,0.9084,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,11,Spain,1.0932,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,11,Spain,0.7846,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,11,Spain,0.7864,oranges,Salustiana - Cat. I - Cal. 2-4,Spain - oranges - Salustiana - Cat. I - Cal. 2-4
2023,11,Spain,1.4332,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,10,European Union,0.9,clementines,Cat. I - Cal. 1x-2,European Union - clementines - Cat. I - Cal. 1x-2
2023,10,European Union,0.7028,oranges,Salustiana - Cat. I - Cal. 2-4,European Union - oranges - Salustiana - Cat. I - Cal. 2-4
2023,10,European Union,1.3676,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,10,European Union,0.7455,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,10,European Union,0.9848,oranges,navel,European Union - oranges - navel
2023,10,European Union,0.9982,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,10,European Union,1.1946,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,10,Greece,0.5288,oranges,navel,Greece - oranges - navel
2023,10,Greece,0.5625,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,10,Greece,0.72,mandarins,Cat. I - Cal. 1x-2,Greece - mandarins - Cat. I - Cal. 1x-2
2023,10,Greece,0.9,clementines,Cat. I - Cal. 1x-2,Greece - clementines - Cat. I - Cal. 1x-2
2023,10,Italy,1.3676,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,10,Italy,1.1335,mandarins,Cat. I - Cal. 1x-2,Italy - mandarins - Cat. I - Cal. 1x-2
2023,10,Italy,1.2432,oranges,navel,Italy - oranges - navel
2023,10,Italy,0.9257,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,10,Spain,1.0932,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,10,Spain,0.7576,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,10,Spain,0.7028,oranges,Salustiana - Cat. I - Cal. 2-4,Spain - oranges - Salustiana - Cat. I - Cal. 2-4
2023,10,Spain,1.3248,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,9,European Union,0.7797,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,9,European Union,0.9726,oranges,navel,European Union - oranges - navel
2023,9,European Union,1.3676,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,9,European Union,1.056,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,9,European Union,0.72,clementines,Cat. I - Cal. 1x-2,European Union - clementines - Cat. I - Cal. 1x-2
2023,9,European Union,1.266,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,9,European Union,0.6857,oranges,Salustiana - Cat. I - Cal. 2-4,European Union - oranges - Salustiana - Cat. I - Cal. 2-4
2023,9,Greece,0.5625,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,9,Greece,0.495,oranges,navel,Greece - oranges - navel
2023,9,Greece,0.72,mandarins,Cat. I - Cal. 1x-2,Greece - mandarins - Cat. I - Cal. 1x-2
2023,9,Greece,0.72,clementines,Cat. I - Cal. 1x-2,Greece - clementines - Cat. I - Cal. 1x-2
2023,9,Italy,1.3676,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,9,Italy,1.2432,oranges,navel,Italy - oranges - navel
2023,9,Italy,1.25,mandarins,Cat. I - Cal. 1x-2,Italy - mandarins - Cat. I - Cal. 1x-2
2023,9,Italy,1.025,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,9,Spain,1.3792,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2023,9,Spain,0.6857,oranges,Salustiana - Cat. I - Cal. 2-4,Spain - oranges - Salustiana - Cat. I - Cal. 2-4
2023,9,Spain,0.7863,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2023,9,Spain,1.1337,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2023,8,European Union,1.1156,clementines,Cat. I - Cal. 1x-2,European Union - clementines - Cat. I - Cal. 1x-2
2023,8,European Union,1.2185,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2023,8,European Union,0.7103,oranges,Salustiana - Cat. I - Cal. 2-4,European Union - oranges - Salustiana - Cat. I - Cal. 2-4
2023,8,European Union,1.3262,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2023,8,European Union,0.9563,oranges,navel,European Union - oranges - navel
2023,8,European Union,0.7835,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2023,8,European Union,1.0539,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2023,8,Greece,0.72,clementines,Cat. I - Cal. 1x-2,Greece - clementines - Cat. I - Cal. 1x-2
2023,8,Greece,0.72,mandarins,Cat. I - Cal. 1x-2,Greece - mandarins - Cat. I - Cal. 1x-2
2023,8,Greece,0.45,oranges,navel,Greece - oranges - navel
2023,8,Greece,0.5625,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2023,8,Italy,1.2432,oranges,navel,Italy - oranges - navel
2023,8,Italy,1.1651,clementines,Cat. I - Cal. 1x-2,Italy - clementines - Cat. I - Cal. 1x-2
2023,8,Italy,1.1293,mandarins,Cat. I - Cal. 1x-2,Italy - mandarins - Cat. I - Cal. 1x-2
2023,8,Italy,0.9662,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2023,8,Italy,1.3262,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2023,8,Spain,1.1647,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
