year,weekNumber,location,price_per_kg,product,variety,description
2024,46,European Union,1.1819,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,46,European Union,0.675,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,46,European Union,1.2487,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,46,European Union,1.3431,clementines,Cat. I - Cal. 1x-2,European Union - clementines - Cat. I - Cal. 1x-2
2024,46,European Union,1.4632,oranges,navel,European Union - oranges - navel
2024,46,Greece,0.675,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,46,Greece,0.8888,clementines,Cat. I - Cal. 1x-2,Greece - clementines - Cat. I - Cal. 1x-2
2024,46,Greece,0.7875,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,46,Italy,1.4632,oranges,navel,Italy - oranges - navel
2024,46,Italy,1.4158,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,46,Italy,1.732,clementines,Cat. I - Cal. 1x-2,Italy - clementines - Cat. I - Cal. 1x-2
2024,46,Spain,1.1842,clementines,Cat. I - Cal. 1x-2,Spain - clementines - Cat. I - Cal. 1x-2
2024,46,Spain,1.188,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2024,46,Spain,1.212,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,45,European Union,1.4145,clementines,Cat. I - Cal. 1x-2,European Union - clementines - Cat. I - Cal. 1x-2
2024,45,European Union,1.4632,oranges,navel,European Union - oranges - navel
2024,45,European Union,0.7396,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,45,European Union,1.2465,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,45,European Union,1.1041,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,45,Greece,0.9619,clementines,Cat. I - Cal. 1x-2,Greece - clementines - Cat. I - Cal. 1x-2
2024,45,Greece,0.7088,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,45,Greece,0.8606,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,45,Italy,1.9412,clementines,Cat. I - Cal. 1x-2,Italy - clementines - Cat. I - Cal. 1x-2
2024,45,Italy,1.4282,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,45,Italy,1.4632,oranges,navel,Italy - oranges - navel
2024,45,Spain,1.1965,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,45,Spain,1.1714,clementines,Cat. I - Cal. 1x-2,Spain - clementines - Cat. I - Cal. 1x-2
2024,45,Spain,1.1093,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2024,44,European Union,1.2838,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,44,European Union,1.5151,clementines,Cat. I - Cal. 1x-2,European Union - clementines - Cat. I - Cal. 1x-2
2024,44,European Union,0.7505,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,44,European Union,1.103,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,44,Greece,0.8775,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,44,Greece,0.72,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,44,Italy,1.5167,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,44,Italy,1.9655,clementines,Cat. I - Cal. 1x-2,Italy - clementines - Cat. I - Cal. 1x-2
2024,44,Spain,1.2119,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,44,Spain,1.1085,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2024,44,Spain,1.2411,clementines,Cat. I - Cal. 1x-2,Spain - clementines - Cat. I - Cal. 1x-2
2024,43,European Union,0.7749,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,43,European Union,1.1676,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,43,European Union,1.5574,clementines,Cat. I - Cal. 1x-2,European Union - clementines - Cat. I - Cal. 1x-2
2024,43,European Union,1.3212,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,43,Greece,0.7538,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,43,Greece,0.9056,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,43,Italy,1.9899,clementines,Cat. I - Cal. 1x-2,Italy - clementines - Cat. I - Cal. 1x-2
2024,43,Italy,1.5217,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,43,Spain,1.171,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2024,43,Spain,1.2942,clementines,Cat. I - Cal. 1x-2,Spain - clementines - Cat. I - Cal. 1x-2
2024,43,Spain,1.265,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,42,European Union,1.326,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,42,European Union,0.7667,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,42,European Union,1.1192,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,42,European Union,1.5622,clementines,Cat. I - Cal. 1x-2,European Union - clementines - Cat. I - Cal. 1x-2
2024,42,Greece,0.7425,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,42,Greece,0.9821,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,42,Italy,1.5217,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,42,Italy,1.9777,clementines,Cat. I - Cal. 1x-2,Italy - clementines - Cat. I - Cal. 1x-2
2024,42,Spain,1.2658,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,42,Spain,1.1178,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2024,42,Spain,1.3094,clementines,Cat. I - Cal. 1x-2,Spain - clementines - Cat. I - Cal. 1x-2
2024,41,European Union,1.3864,clementines,Cat. I - Cal. 1x-2,European Union - clementines - Cat. I - Cal. 1x-2
2024,41,European Union,1.0909,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,41,European Union,0.7602,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,41,European Union,1.3836,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,41,Greece,1.0125,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,41,Greece,0.7335,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,41,Italy,1.3778,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,41,Italy,1.55,clementines,Cat. I - Cal. 1x-2,Italy - clementines - Cat. I - Cal. 1x-2
2024,41,Spain,1.0922,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2024,41,Spain,1.4189,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,41,Spain,1.2868,clementines,Cat. I - Cal. 1x-2,Spain - clementines - Cat. I - Cal. 1x-2
2024,40,European Union,1.4343,clementines,Cat. I - Cal. 1x-2,European Union - clementines - Cat. I - Cal. 1x-2
2024,40,European Union,1.1496,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,40,European Union,1.3799,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,40,European Union,0.7455,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,40,Greece,1.0575,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,40,Greece,0.72,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,40,Italy,1.55,clementines,Cat. I - Cal. 1x-2,Italy - clementines - Cat. I - Cal. 1x-2
2024,40,Italy,1.3778,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,40,Spain,1.3828,clementines,Cat. I - Cal. 1x-2,Spain - clementines - Cat. I - Cal. 1x-2
2024,40,Spain,1.4144,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,40,Spain,1.1515,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2024,39,European Union,1.8667,clementines,Cat. I - Cal. 1x-2,European Union - clementines - Cat. I - Cal. 1x-2
2024,39,European Union,0.83,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,39,European Union,1.4299,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,39,European Union,1.0157,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,39,Italy,1.3903,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,39,Spain,1.8667,clementines,Cat. I - Cal. 1x-2,Spain - clementines - Cat. I - Cal. 1x-2
2024,39,Spain,1.4531,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,38,European Union,0.9682,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,38,European Union,0.741,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,38,European Union,1.4269,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,38,Greece,0.72,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,38,Greece,1.17,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,38,Italy,1.4651,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,38,Spain,0.6525,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,37,European Union,0.741,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,37,European Union,1.4118,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,37,Greece,0.72,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,37,Italy,1.4118,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,36,European Union,0.7186,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,36,European Union,1.4118,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,36,Greece,0.6947,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,36,Italy,1.4118,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,35,European Union,1.3511,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,35,European Union,0.6851,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,35,Greece,0.6863,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,35,Italy,1.3511,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,34,European Union,0.9926,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,34,European Union,0.6061,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,34,Greece,0.5934,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,34,Italy,1.2525,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,34,Spain,0.8402,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,33,European Union,0.9237,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,33,European Union,0.8157,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,33,Greece,0.5738,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,33,Italy,1.245,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,33,Spain,0.7354,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,33,Spain,0.9127,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,32,European Union,0.9565,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,32,European Union,0.8132,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,32,Greece,0.5513,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,32,Italy,1.215,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,32,Spain,0.805,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,32,Spain,0.9059,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,31,European Union,0.8165,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,31,European Union,0.495,oranges,navel,European Union - oranges - navel
2024,31,European Union,0.9412,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,31,Greece,0.585,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,31,Greece,0.495,oranges,navel,Greece - oranges - navel
2024,31,Italy,1.1668,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,31,Spain,0.809,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,31,Spain,0.9099,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,30,European Union,0.495,oranges,navel,European Union - oranges - navel
2024,30,European Union,0.8895,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,30,European Union,0.8184,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,30,Greece,0.585,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,30,Greece,0.495,oranges,navel,Greece - oranges - navel
2024,30,Italy,1.1618,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,30,Spain,0.9051,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,30,Spain,0.7298,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,29,European Union,0.495,oranges,navel,European Union - oranges - navel
2024,29,European Union,0.8157,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,29,European Union,1.0529,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,29,Greece,0.495,oranges,navel,Greece - oranges - navel
2024,29,Greece,0.585,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,29,Italy,1.1618,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,29,Spain,0.9012,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,29,Spain,0.9891,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,28,European Union,0.73,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2024,28,European Union,0.495,oranges,navel,European Union - oranges - navel
2024,28,European Union,1.1253,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,28,European Union,0.8088,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,28,Greece,0.585,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,28,Greece,0.495,oranges,navel,Greece - oranges - navel
2024,28,Italy,1.0987,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,28,Spain,1.1409,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,28,Spain,0.9005,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,27,European Union,0.5175,oranges,navel,European Union - oranges - navel
2024,27,European Union,0.7702,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,27,European Union,1.0786,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,27,European Union,0.66,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2024,27,Greece,0.72,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,27,Greece,0.585,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,27,Greece,0.5175,oranges,navel,Greece - oranges - navel
2024,27,Italy,1.0516,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,27,Spain,0.8441,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,27,Spain,1.1377,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,26,European Union,0.74,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2024,26,European Union,0.7603,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,26,European Union,1.0476,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,26,European Union,0.54,oranges,navel,European Union - oranges - navel
2024,26,Greece,0.585,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,26,Greece,0.54,oranges,navel,Greece - oranges - navel
2024,26,Greece,0.72,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,26,Italy,0.9867,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,26,Italy,1.1,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2024,26,Spain,1.1228,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,26,Spain,0.6176,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,25,European Union,0.6791,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,25,European Union,1.132,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2024,25,European Union,1.6032,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,25,European Union,0.54,oranges,navel,European Union - oranges - navel
2024,25,European Union,1.0466,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,25,Greece,0.54,oranges,navel,Greece - oranges - navel
2024,25,Greece,0.5175,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,25,Greece,0.72,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,25,Italy,0.9867,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,25,Italy,1.1,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2024,25,Spain,1.1211,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,25,Spain,1.6032,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2024,25,Spain,0.474,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,25,Spain,1.1647,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2024,24,European Union,1.0479,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,24,European Union,0.7177,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,24,European Union,1.0414,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2024,24,European Union,1.2533,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,24,European Union,0.54,oranges,navel,European Union - oranges - navel
2024,24,Greece,0.54,oranges,navel,Greece - oranges - navel
2024,24,Greece,0.72,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,24,Greece,0.5091,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,24,Italy,1.1,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2024,24,Italy,0.9942,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,24,Spain,1.0665,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2024,24,Spain,1.1189,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,24,Spain,0.5557,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,24,Spain,1.4516,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2024,23,European Union,1.0478,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,23,European Union,0.5738,oranges,navel,European Union - oranges - navel
2024,23,European Union,1.2077,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,23,European Union,0.94,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2024,23,European Union,0.7368,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,23,Greece,0.5738,oranges,navel,Greece - oranges - navel
2024,23,Greece,0.72,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,23,Greece,0.4163,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,23,Italy,1.1,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2024,23,Italy,0.9942,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,23,Spain,0.9558,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2024,23,Spain,0.6198,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,23,Spain,1.386,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2024,23,Spain,1.1188,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,22,European Union,1.1449,lemons,Cat. I - Cal. 1-3,European Union - lemons - Cat. I - Cal. 1-3
2024,22,European Union,1.2,oranges,Tarocco - Cat. I - Cal. 2-4,European Union - oranges - Tarocco - Cat. I - Cal. 2-4
2024,22,European Union,0.7644,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,22,European Union,1.1581,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
2024,22,European Union,0.585,oranges,navel,European Union - oranges - navel
2024,22,European Union,0.9236,oranges,Lanelate - Cat. I - Cal. 2-4,European Union - oranges - Lanelate - Cat. I - Cal. 2-4
2024,22,Greece,0.585,oranges,navel,Greece - oranges - navel
2024,22,Greece,0.405,oranges,Valencia late - Cat. I - Cal. 2-4,Greece - oranges - Valencia late - Cat. I - Cal. 2-4
2024,22,Greece,0.765,lemons,Cat. I - Cal. 1-3,Greece - lemons - Cat. I - Cal. 1-3
2024,22,Italy,0.9132,lemons,Cat. I - Cal. 1-3,Italy - lemons - Cat. I - Cal. 1-3
2024,22,Italy,1.2,oranges,Tarocco - Cat. I - Cal. 2-4,Italy - oranges - Tarocco - Cat. I - Cal. 2-4
2024,22,Italy,1.0986,oranges,Valencia late - Cat. I - Cal. 2-4,Italy - oranges - Valencia late - Cat. I - Cal. 2-4
2024,22,Spain,0.6828,oranges,Valencia late - Cat. I - Cal. 2-4,Spain - oranges - Valencia late - Cat. I - Cal. 2-4
2024,22,Spain,1.271,mandarins,Cat. I - Cal. 1x-2,Spain - mandarins - Cat. I - Cal. 1x-2
2024,22,Spain,1.3265,lemons,Cat. I - Cal. 1-3,Spain - lemons - Cat. I - Cal. 1-3
2024,22,Spain,0.9389,oranges,Lanelate - Cat. I - Cal. 2-4,Spain - oranges - Lanelate - Cat. I - Cal. 2-4
2024,21,European Union,0.5528,oranges,navel,European Union - oranges - navel
2024,21,European Union,0.7686,oranges,Valencia late - Cat. I - Cal. 2-4,European Union - oranges - Valencia late - Cat. I - Cal. 2-4
2024,21,European Union,1.138,mandarins,Cat. I - Cal. 1x-2,European Union - mandarins - Cat. I - Cal. 1x-2
